venue_id,name,city,matched_name,address,lat,lng,confidence,needs_review
kyoto_036,Sakaba Ikura Mokuzai,Kyoto,Sakaba Ikura Mokuzai,"Japan, 〒602-8041 Kyoto, Kamigyo Ward, Yabunouchichō, ７７−１ 井倉木材",35.0226878,135.7552204,high,false
kyoto_037,Itoh Dining,Kyoto,Itoh Dining,"Japan, 〒605-0085 Kyoto, Higashiyama Ward, Sueyoshichō, ８０",35.0051389,135.77416,high,false
kyoto_038,Saryo Tesshin,Kyoto,Saryo Tesshin,"321-2 Shinnyodōchō, Nakagyo Ward, Kyoto, 604-0853, Japan",35.0145695,135.7602957,high,false
kyoto_039,Tozentei,Kyoto,Tozentei,"Japan, 〒603-8342 Kyoto, Kita Ward, Kita-ku, 小松原南町 ３１ー１",35.0293141,135.7295649,high,false
kyoto_040,Gyukatsu,Kyoto,GYUKATSU Kyoto Katsugyu Pontocho Honten,"188 Zaimokuchō, Nakagyo Ward, Kyoto, 604-8017, Japan",35.0070151,135.7710372,high,false
kyoto_041,Gyoza Restaurant Kazu,Kyoto,Gyoza restaurant Kazu,"605 Takahashichō, Shimogyo Ward, Kyoto, 600-8096, Japan",35.001272,135.7612006,high,false
kyoto_042,Yamamoto Menzou,Kyoto,Yamamoto Menzou,"Japan, 〒606-8334 京都府京都市左京区岡崎南御所町３４",35.0142653,135.7848077,high,false
kyoto_043,Higuma,Kyoto,HIGUMA Doughnuts & Coffee Wrights立誠ガーデンヒューリック京都,"310-2 Bizenjimachō, Nakagyo Ward, Kyoto, 604-8023, Japan",35.0053508,135.7702335,high,false
kyoto_044,Arashiyama Bamboo Forest,Kyoto,Arashiyama Bamboo Forest,"Sagaogurayama Tabuchiyamacho, Ukyo Ward, Kyoto, 616-8394, Japan",35.0168187,135.6713013,high,false
kyoto_045,Ginkaku-ji,Kyoto,Ginkaku-ji,"2 Ginkakujichō, Sakyo Ward, Kyoto, 606-8402, Japan",35.0270213,135.7982058,high,false
kyoto_046,Kinkaku-ji,Kyoto,Kinkaku-ji,"1 Kinkakujichō, Kita Ward, Kyoto, 603-8361, Japan",35.03937,135.7292431,high,false
kyoto_047,Fushimi Inari Taisha,Kyoto,Fushimi Inari Taisha,"68 Fukakusa Yabunouchichō, Fushimi Ward, Kyoto, 612-0882, Japan",34.9676945,135.7791876,high,false
kyoto_048,Ryoan-ji,Kyoto,Ryōan-ji,"13 Ryōanji Goryōnoshitachō, Ukyo Ward, Kyoto, 616-8001, Japan",35.0344943,135.7182634,high,false
kyoto_049,Otagi Nenbutsuji Temple,Kyoto,Otagi Nenbutsuji Temple,"2-5 Sagatoriimoto Fukatanichō, Ukyo Ward, Kyoto, 616-8439, Japan",35.0311428,135.6615546,high,false
kyoto_050,Philosopher's Path,Kyoto,Tetsugaku No Michi,"Tetsugaku No Michi, Sakyo Ward, Kyoto, Japan",35.0214532,135.7942948,medium,true
kyoto_051,T.T.,Kyoto,T.T,"570-120 Gionmachi Minamigawa, Higashiyama Ward, Kyoto, 605-0074, Japan",35.0019692,135.7743322,high,false
kyoto_052,Kahitsukan,Kyoto,Kahitsukan – Kyoto Museum of Contemporary Art,"271 Gionmachi Kitagawa, Higashiyama Ward, Kyoto, 605-0073, Japan",35.0039756,135.7754404,high,false
kyoto_053,Kawai Kanjiro's House,Kyoto,Kawai Kanjiro's House,"Japan, 〒605-0875 Kyoto, Higashiyama Ward, 五条坂 鐘鋳町５６９",34.9935914,135.7743873,high,false
lisbon_001,Cervejaria Ramiro,Lisbon,Restaurant - Cervejaria Ramiro,"Av. Alm. Reis 1 H, 1150-007 Lisboa, Portugal",38.720257,-9.1357429,high,false
lisbon_002,Ponto Final,Lisbon,Restaurante Ponto Final,"R. do Ginjal 72, 2800-285 Almada, Portugal",38.6849737,-9.157701699999999,high,false
lisbon_003,Prado Mercearia,Lisbon,Prado Wine Bar,"R. das Pedras Negras 35, 1100-404 Lisboa, Portugal",38.7107359,-9.1348646,high,false
lisbon_004,Lupita Pizzaria,Lisbon,Lupita,"Rua de S. Paulo 79, 1200-427 Lisboa, Portugal",38.7082606,-9.146061099999999,high,false
lisbon_005,Tricky's,Lisbon,Tricky's,"Rua da Boavista 112, 1200-262 Lisboa, Portugal",38.70891779999999,-9.149452799999999,high,false
lisbon_006,Comoba,Lisbon,COMOBÅ,"Rua da Boavista 90, 1200-085 Lisboa, Portugal",38.70886369999999,-9.1490119,high,false
lisbon_007,Pasteis de Belem,Lisbon,Pastéis de Belém,"R. de Belém 84 92, 1300-085 Lisboa, Portugal",38.6975105,-9.203227600000002,high,false
lisbon_008,Bloco,Lisbon,Bloco,"R. Nova da Trindade 11 L, 1200-301 Lisboa, Portugal",38.7124826,-9.1426438,high,false
lisbon_009,Holy Wine,Lisbon,Holy Wine,"Calçada da Estrela 15, 1200-661 Lisboa, Portugal",38.71129060000001,-9.153012,high,false
lisbon_010,Tasca Pete,Lisbon,Tasca Pete,"R. Angelina Vidal 24A, 1170-113 Lisboa, Portugal",38.7217805,-9.1305379,high,false
lisbon_011,Senhor Uva,Lisbon,Senhor Uva la Cave,"R. João Anastácio Rosa 4A, 1200-693 Lisboa, Portugal",38.7153323,-9.1575235,high,false
lisbon_012,DA NOI,Lisbon,Da Noi,"R. Machadinho 44, 1200-761 Lisboa, Portugal",38.7088095,-9.156185899999999,high,false
lisbon_013,O Velho Eurico,Lisbon,O Velho Eurico,"LG de São Cristóvão 3, 1100-179 Lisboa, Portugal",38.7127355,-9.1353776,high,false
lisbon_014,A Taberna da Rua das Flores,Lisbon,Taberna da Rua das Flores,"Rua das Flores 103 109, 1200-194 Lisboa, Portugal",38.7100544,-9.1436093,high,false
lisbon_015,Seagull Method Cafe,Lisbon,Seagull Method cafe • Brunch,"R. da Palmeira 23, 1200-311 Lisboa, Portugal",38.7146366,-9.150035899999999,high,false
lisbon_016,Hello Kristof,Lisbon,"Hello, Kristof","R. do Poço dos Negros 103, 1200-350 Lisboa, Portugal",38.7098998,-9.1513223,high,false
lisbon_017,Santa Clara 1728,Lisbon,Santa Clara 1728,"Campo de Santa Clara 128, 1100-473 Lisboa, Portugal",38.7156345,-9.1259443,high,false
lisbon_018,The Vintage Lisbon,Lisbon,"The Vintage Lisbon, an SLH Hotel","R. Rodrigo da Fonseca 2, 1250-191 Lisboa, Portugal",38.7200022,-9.1505303,high,false
lisbon_019,Palacio Principe Real,Lisbon,Palácio Príncipe Real,"R. de São Marçal 77, 1200-419 Lisboa, Portugal",38.7158718,-9.1506735,high,false
lisbon_020,Palacio Ramalhete,Lisbon,Palacio Ramalhete,"R. das Janelas Verdes 92, 1200-692 Lisboa, Portugal",38.7054333,-9.160661100000002,high,false
lisbon_021,Four Seasons Ritz,Lisbon,Four Seasons Ritz,"R. Rodrigo da Fonseca 88, 1099-039 Lisboa, Portugal",38.7259148,-9.154745199999999,high,false
lisbon_022,Museu Colecao Berardo,Lisbon,Museum of Contemporary Art – MAC/CCB,"Praça do Império, 1449-003 Lisboa, Portugal",38.6958741,-9.2090914,high,false
lisbon_023,Museu Nacional do Azulejo,Lisbon,Museu Nacional do Azulejo,"R. Me. Deus 4, 1900-312 Lisboa, Portugal",38.7250559,-9.113539,high,false
lisbon_024,+351,Lisbon,+351 (Plus351),"Rua da Boavista 81C, 1200-068 Lisboa, Portugal",38.7088103,-9.1501576,high,false
lisbon_025,Mustique Store,Lisbon,GANDAIA,"R. dos Poiais de São Bento 90, 1200-350 Lisboa, Portugal",38.7108034,-9.151437699999999,high,false
lisbon_026,Homecore,Lisbon,Homecore Lisboa,"R de S. Bento 96, 1200-031 Lisboa, Portugal",38.7114539,-9.1526254,high,false
lisbon_027,Principe Real,Lisbon,Príncipe Real,"Príncipe Real, Lisbon, Portugal",38.7184021,-9.1524014,medium,true
lisbon_028,Feira da Ladra,Lisbon,Feira da Ladra,"Campo de Santa Clara, 1100-472 Lisboa, Portugal",38.715248,-9.1262075,high,false
lisbon_029,Amelie,Lisbon,Amélia Lisboa,"R. Ferreira Borges 101, 1350-128 Lisboa, Portugal",38.7177,-9.1641222,high,false
lisbon_030,Ceramics na Linha,Lisbon,Cerâmicas na Linha,"Portugal, R. Capelo 16, 1200-224 Lisboa, Portugal",38.7097811,-9.1408293,high,false
lisbon_031,Porto,Lisbon,Port of Lisbon,"R. Gen. Gomes Araújo 5, 1350 Lisboa, Portugal",38.7001227,-9.1711127,high,false
lisbon_032,Sintra,Lisbon,Sintra,"Sintra, Portugal",38.8233416,-9.322921299999999,medium,true
lisbon_033,Praia de Ursa,Lisbon,Ursa Beach,"Ursa Beach, Portugal",38.7905562,-9.4922968,medium,true
lisbon_034,Guincho Beach,Lisbon,Praia do Guincho,"Praia do Guincho, Portugal",38.7324707,-9.4724771,high,false
lisbon_035,Estalagem do Forte Muchaxo,Lisbon,Estalagem Muchaxo,"N247 13, 2750-642 Alcabideche, Portugal",38.7293853,-9.4744344,high,false
london_001,Strakers,London,STRAKER'S,"91 Golborne Rd, London W10 5NL, UK",51.5215206,-0.2087091,high,false
london_002,mountain,London,Mountain Beak Street,"16-18 Beak St, London W1F 9RD, UK",51.5120181,-0.1382302,high,false
london_003,brat,London,BRAT Restaurant,"4 Redchurch St, London E1 6JL, UK",51.5242042,-0.0767031,high,false
london_004,Berenjak,London,Berenjak,"Berenjak, London W1D 5AL, UK",51.5129894,-0.13075,medium,true
london_005,Estelle Manor,London,Maison Estelle,"6 Grafton St, London W1S 4EQ, UK",51.50980730000001,-0.1438124,high,false
london_006,bistro freddie,London,Bistro Freddie,"Bistro Freddie, 74 Luke St, Greater, London EC2A 4PY, UK",51.5242121,-0.0815926,high,false
london_007,cafe cecelia,London,Cafe Cecilia,"32 Andrews Rd, London E8 4FX, UK",51.53455599999999,-0.060123,high,false
london_008,ice cream union,London,Parlour by the Ice Cream Union,"166 Pavilion Rd, London SW1X 0AW, UK",51.493662,-0.158989,high,false
london_009,sign of the times,London,Sign of the Times London,"5 Elystan St, London SW3 3NT, UK",51.4910153,-0.1667534,high,false
london_010,loop generation,London,Loop Generation Consignment Store in London's Chelsea,"171-175 Draycott Ave, London SW3 3AJ, UK",51.4934861,-0.1681306,high,false
london_011,choosing keeping,London,Choosing Keeping,"21 Tower St, London WC2H 9NS, UK",51.51314379999999,-0.1273871,high,false
london_012,Granger + Co,London,Granger & Co. King's Cross,"Unit 1, 7 Pancras Sq, London N1C 4AG, UK",51.53274560000001,-0.1254561,high,false
london_013,Ottolenghi,London,NOPI,"21-22 Warwick St, London W1F 9LD, UK",51.5117272,-0.1384399,high,false
london_014,River Cafe,London,The River Café,"Thames Wharf, Rainville Rd, London W6 9HA, UK",51.48399879999999,-0.2242253,high,false
london_015,Fox + Pheasant,London,The Fox and Pheasant,"1 Billing Rd, London SW10 9UJ, UK",51.48187249999999,-0.1876192,high,false
london_016,Anglesea Arms,London,The Anglesea Arms,"15 Selwood Terrace, South Kensington, London SW7 3QG, UK",51.49014409999999,-0.1768941,high,false
london_017,Sloan Square,London,Sloane Square,"Sloane Square, London, UK",51.4927535,-0.1569721,high,false
london_018,King's Road,London,King's Road,"King's Rd, London, UK",51.4922631,-0.1582389,high,false
london_019,Saatchi Gallery,London,Saatchi Gallery,"Duke of York's HQ, King's Rd, London SW3 4RY, UK",51.4906972,-0.1587165,high,false
london_020,Rita's Dining,London,Rita's,"49 Lexington St, Carnaby, London W1F 9AP, UK",51.5131313,-0.1364559,high,false
london_021,26 Grains,London,26 Grains,"1 Neal's Yard, London WC2H 9DP, UK",51.5143846,-0.1262916,high,false
london_022,Barrafina,London,Barrafina Dean Street,"26-27 Dean St, London W1D 3LL, UK",51.51411,-0.1326671,high,false
london_023,Dishoom,London,Dishoom,"12 Upper St Martin's Ln, London WC2H 9FB, UK",51.5125176,-0.1268291,high,false
london_024,Gymkhana,London,Gymkhana,"42 Albemarle St, London W1S 4JH, UK",51.50849119999999,-0.1414724,high,false
london_025,Jamavar,London,Jamavar,"8 Mount St, London W1K 3NF, UK",51.510334,-0.148399,high,false
london_026,Annabel's,London,Annabel's,"46 Berkeley Square, London W1J 5AT, UK",51.50915699999999,-0.1462955,high,false
london_027,Soho House,London,180 House,"180 Strand, Temple, London WC2R 1EA, UK",51.5124081,-0.1149852,high,false
london_028,Liberty London,London,Liberty London,"Regent St., Carnaby, London W1B 5AH, UK",51.5138717,-0.1400263,high,false
london_029,Hyde Park,London,Hyde Park,"London, UK",51.5073638,-0.1641135,high,false
london_031,Royal Academy of Art,London,Royal Academy of Arts,"Burlington House, Piccadilly, London W1J 0BD, UK",51.5094426,-0.1398686,high,false
london_032,The Wolseley,London,The Wolseley,"160 Piccadilly, London W1J 9EB, UK",51.5074427,-0.1409233,high,false
london_033,The Berkeley,London,The Berkeley,"The Berkeley, Wilton Pl, London SW1X 7RL, UK",51.5018465,-0.1560608,high,false
london_034,The Ritz,London,The Ritz London,"150 Piccadilly, London W1J 9BR, UK",51.5070782,-0.1416273,high,false
london_035,The Lanesborough,London,The Lanesborough,"Hyde, Park Corner, London SW1X 7TA, UK",51.5026616,-0.1527196,high,false
london_036,Monocle,London,The Monocle Café,"18 Chiltern St, London W1U 7QA, UK",51.5187865,-0.1546211,high,false
london_037,Chiltern Firehouse,London,Chiltern Firehouse,"1 Chiltern St, London W1U 7PA, UK",51.5187389,-0.1549693,high,false
london_038,Opso,London,OPSO,"10 Paddington St, London W1U 5QL, UK",51.5208115,-0.1528541,high,false
london_039,Marylebone High Street,London,Marylebone High Street,"Marylebone High St, London, UK",51.5207031,-0.151879,medium,true
london_040,Layla Bakery,London,Layla Bakery,"332 Portobello Rd, London W10 5SA, UK",51.5216871,-0.2104802,high,false
london_041,Zephyr,London,Zephyr Notting Hill,"100 Portobello Rd, London W11 2QD, UK",51.5133132,-0.2026129,high,false
london_042,Gold,London,Gold,"95-97 Portobello Rd, London W11 2QB, UK",51.5129763,-0.2026369,high,false
london_043,The Pelican,London,The Pelican,"The Pelican, 45 All Saints Rd, London W11 1HE, UK",51.518799,-0.2046721,medium,true
london_044,Electric Cinema,London,Electric Cinema,"191 Portobello Rd, London W11 2ED, UK",51.5155712,-0.2048903,high,false
london_045,Portobello Road Market,London,Portobello Road Market,"London W11 1LJ, UK",51.5170002,-0.205847,high,false
london_046,Flor Bakery,London,Flor,"1 Bedale St, London SE1 9AL, UK",51.5052751,-0.0899122,high,false
london_047,Borough Market,London,Borough Market,"London SE1 9AH, UK",51.5055826,-0.09048080000000001,high,false
london_048,Tate Modern,London,Tate Modern,"Bankside, London SE1 9TG, UK",51.50759530000001,-0.0993564,high,false
london_049,Jenki,London,JENKI Matcha Covent Garden,"50a Long Acre, London WC2E 9JR, UK",51.5133672,-0.1238051,high,false
london_050,Jolene,London,Jolene Bakery & Restaurant,"21 Newington Grn, Mayville Estate, London N16 9PU, UK",51.5513088,-0.0844365,high,false
london_051,Sessions Art Club,London,Sessions Arts Club,"24 Clerkenwell Grn, London EC1R 0NA, UK",51.5226427,-0.1060103,high,false
london_052,Little Duck The Picklery,London,Little Duck The Picklery,"68 Dalston Ln, London E8 3AH, UK",51.54613200000001,-0.07074989999999999,high,false
london_053,Planque,London,Planque,"322-324 Acton Mews, London E8 4EA, UK",51.5383741,-0.0758184,high,false
london_054,Oranj,London,Oranj,"15 Dray Walk, London E1 6QR, UK",51.5211583,-0.0727376,high,false
london_055,180 Strand,London,180 Strand,"180 Strand, Temple, London WC2R 1EA, UK",51.5125194,-0.1148491,medium,true
london_056,Columbia Road Flower Market,London,Columbia Road Flower Market,"Columbia Rd, London E2 7RG, UK",51.529134,-0.06982569999999999,high,false
london_057,Brick Lane + Shoreditch,London,Brick Lane,"Brick Ln, London, UK",51.5257519,-0.0719975,medium,true
london_058,Claridge's,London,Claridge's,"Brook St, London W1K 4HR, UK",51.5124212,-0.1478613,high,false
london_059,The Lanesborough,London,The Lanesborough,"Hyde, Park Corner, London SW1X 7TA, UK",51.5026616,-0.1527196,high,false
london_060,The Ritz,London,The Ritz London,"150 Piccadilly, London W1J 9BR, UK",51.5070782,-0.1416273,high,false
london_061,Bulgari,London,Bvlgari Hotel London,"171 Knightsbridge, London SW7 1DW, UK",51.5014669,-0.1635477,high,false
london_062,One Hundred Shoreditch,London,One Hundred Shoreditch,"100 Shoreditch High St, London E1 6JQ, UK",51.52552009999999,-0.07726709999999999,high,false
london_063,Soho Houses,London,Soho House 40 Greek Street,"40 Greek St, London W1D 4EB, UK",51.5133447,-0.1305817,high,false
london_064,The Ned,London,The Ned London,"27 Poultry, London EC2R 8AJ, UK",51.5136153,-0.090129,high,false
london_065,Soho Farmhouse,London,Soho House 40 Greek Street,"40 Greek St, London W1D 4EB, UK",51.5133447,-0.1305817,high,false
london_066,Babington House,London,Babington House,"Babington House, Redcross Way, London SE1 1EZ, UK",51.50238419999999,-0.0945091,medium,true
london_067,Double Red Duke,London,"The Double Red Duke, Cotswolds","Bourton Rd, Clanfield, Bampton OX18 2RB, UK",51.71676550000001,-1.5894634,low,true
london_068,Aller Dorset,London,"Dorsett Shepherds Bush, London","Shepherd's Bush Pavilion, 58 Shepherd's Bush Grn, London W12 8QE, UK",51.5039786,-0.2244224,high,false
london_069,Victoria and Albert,London,Victoria and Albert Museum,"Cromwell Rd, London SW7 2RL, UK",51.4966392,-0.17218,high,false
london_070,Simon Lee Gallery,London,Simon Lee Gallery Ltd,"12 Berkeley St, London W1J 8DT, UK",51.5081676,-0.1430752,high,false
london_071,Gagosian,London,Gagosian,"20 Grosvenor Hill, London W1K 3QD, UK",51.5111882,-0.1465968,high,false
london_072,Pace,London,Pace Gallery,"5 Hanover Square, London W1S 1HQ, UK",51.5138924,-0.1430346,high,false
london_073,White Cube,London,White Cube Bermondsey,"144-152, Bermondsey St, London SE1 3TQ, UK",51.49937569999999,-0.082318,high,false
london_074,Fenwix,London,Fenwick Brent Cross,"The Mall, Brent Cross, London NW4 3FN, UK",51.5767575,-0.222276,high,false
london_075,Harrods,London,Harrods,"87-135 Brompton Rd, London SW1X 7XL, UK",51.49940549999999,-0.1632344,high,false
london_076,The Row,London,The Row,"15 Carlos Pl, London W1K 2EY, UK",51.5105045,-0.1497421,high,false
london_077,Matches Townhouse,London,MATCHESFASHION,"5 Carlos Pl, London W1K 3AP, UK",51.5103053,-0.1490401,high,false
london_078,Nanushka,London,Nushka,"52 Golborne Rd, London W10 5PR, UK",51.52253469999999,-0.2078301,high,false
london_079,Selfridges,London,Selfridges,"400 Oxford St, London W1A 1AB, UK",51.5144233,-0.152767,high,false
london_080,Rixo,London,RIXO Bridal,"114-116, 114 King's Rd, London SW3 4TX, UK",51.4903146,-0.1624213,high,false
london_081,Soho Home,London,Soho Home Studio Duke of York Square,"6 Duke of York Square, London SW3 4LY, UK",51.4909199,-0.1606188,high,false
london_082,Rose Uniacke,London,Rose Uniacke Interiors,"76 Pimlico Rd, London SW1W 8PL, UK",51.4900793,-0.1553952,high,false
london_083,Chelsea Textiles,London,Chelsea Textiles,"40-42, Pimlico Rd, London SW1W 8LP, UK",51.4907534,-0.153298,high,false
london_084,Fermob,London,FERMOB LONDON / Barbed Ltd,"391 King St, London W6 9NJ, UK",51.4932635,-0.2438491,high,false
london_085,Pinch,London,PINCH,"200 Ebury St, London SW1W 8UN, UK",51.4909654,-0.1530469,high,false
london_086,Soane Britain,London,Soane Britain,"50-52 Pimlico Rd, London SW1W 8LP, UK",51.490427,-0.15391,high,false
london_087,And Objects,London,And Objects,"Unit 5, Newson's Yard, 57 Pimlico Rd, London SW1W 8NE, UK",51.4903583,-0.1529573,high,false
london_088,The Red Room at The Connaught,London,Red Room,"The Connaught, 16 Carlos Pl, London W1K 2AL, UK",51.510157,-0.1496064,high,false
los_angeles_001,Sushi Fumi,Los Angeles,Sushi Fumi,"359 N La Cienega Blvd, Los Angeles, CA 90048, USA",34.0777705,-118.3769232,high,false
los_angeles_002,Silver Springs,Los Angeles,Silver Springs,"8710 Melrose Ave, West Hollywood, CA 90069, USA",34.0810631,-118.3833517,high,false
los_angeles_003,Cha Cha Matcha WeHo,Los Angeles,Cha Cha Matcha (WeHo),"510 N Robertson Blvd, Los Angeles, CA 90048, USA",34.0801897,-118.3848823,high,false
los_angeles_004,Goop Kitchen,Los Angeles,goop Kitchen,"1411 Sunset Blvd, Los Angeles, CA 90026, USA",34.0746277,-118.2517789,high,false
los_angeles_005,Reverie Studio,Los Angeles,The Revery LA,"1700 Naud St Unit C, Los Angeles, CA 90012, USA",34.0686847,-118.2263245,high,false
los_angeles_006,Erewhon,Los Angeles,Erewhon Grove,"7660 Beverly Blvd A, Los Angeles, CA 90036, USA",34.0758869,-118.356562,high,false
los_angeles_007,Awan,Los Angeles,Awan,"5630 Melrose Ave, Los Angeles, CA 90038, USA",34.0833818,-118.3232561,high,false
los_angeles_008,All Time,Los Angeles,All Time,"2040 Hillhurst Ave, Los Angeles, CA 90027, USA",34.108849,-118.2872125,high,false
los_angeles_009,RVR,Los Angeles,RVR,"1305 Abbot Kinney Blvd, Venice, CA 90291, USA",33.99135,-118.4679423,high,false
los_angeles_015,Upstate,Los Angeles,"California State University, Los Angeles","5151 State University Dr, Los Angeles, CA 90032, USA",34.0663797,-118.1684782,high,false
los_angeles_016,Neighborhood Pilates,Los Angeles,Neighborhood Pilates,"857 Vía De La Paz, Pacific Palisades, CA 90272, USA",34.0463938,-118.527517,high,false
los_angeles_017,Heated Room,Los Angeles,Heated Room,"8231 W 3rd St, Los Angeles, CA 90048, USA",34.0728072,-118.3695804,high,false
los_angeles_018,Solid Core,Los Angeles,[solidcore] Hollywood,"6677 Santa Monica Blvd Suite 103, Los Angeles, CA 90038, USA",34.0909347,-118.3354681,high,false
los_angeles_019,Soul Cycle,Los Angeles,SoulCycle West Hollywood,"8570 Sunset Blvd, West Hollywood, CA 90069, USA",34.0924685,-118.3782998,high,false
los_angeles_020,Hot Pilates,Los Angeles,Hess Pilates,"1010 Wilshire Blvd APT 112, Los Angeles, CA 90017, USA",34.0516958,-118.262408,high,false
los_angeles_021,Forma Pilates,Los Angeles,FORM Pilates LA,"555 Pier Ave #10, Hermosa Beach, CA 90254, USA",33.864828,-118.396046,high,false
los_angeles_022,Pilates Cave,Los Angeles,The Pilates Cave,"11824 W Pico Blvd, Los Angeles, CA 90064, USA",34.0302639,-118.4478563,high,false
los_angeles_023,LACMA,Los Angeles,Los Angeles County Museum of Art,"5905 Wilshire Blvd, Los Angeles, CA 90036, USA",34.0639323,-118.3592293,high,false
los_angeles_024,The Broad,Los Angeles,The Broad,"221 S Grand Ave, Los Angeles, CA 90012, USA",34.0545021,-118.2501802,high,false
los_angeles_025,The Getty Villa,Los Angeles,The Getty Villa,"17985 Pacific Coast Hwy, Pacific Palisades, CA 90272, USA",34.0458857,-118.5648608,high,false
los_angeles_026,Gagosian,Los Angeles,Gagosian,"456 N Camden Dr, Beverly Hills, CA 90210, USA",34.069632,-118.404735,high,false
los_angeles_027,Pace Gallery,Los Angeles,Pace Gallery,"1201 S La Brea Ave, Los Angeles, CA 90019, USA",34.053206,-118.3439691,high,false
los_angeles_028,David Zwirner,Los Angeles,David Zwirner,"606 N Western Ave, Los Angeles, CA 90004, USA",34.0820294,-118.3089378,high,false
los_angeles_029,Hauser and Wirth,Los Angeles,Hauser & Wirth,"901-909 E 3rd St, Los Angeles, CA 90013, USA",34.0460921,-118.2349044,high,false
los_angeles_030,David Kordansky Gallery,Los Angeles,David Kordansky Gallery,"5130 W Edgewood Pl, Los Angeles, CA 90019, USA",34.0543846,-118.3430743,high,false
los_angeles_031,RLT,Los Angeles,RLT,"7607 Beverly Blvd, Los Angeles, CA 90036, USA",34.0763503,-118.3556715,high,false
los_angeles_032,Cherry Los Angeles,Los Angeles,Cherry Los Angeles,"8475 Melrose Ave, Los Angeles, CA 90069, USA",34.0825929,-118.3757555,high,false
los_angeles_033,Reformation Vintage,Los Angeles,Reformation Vintage,"8253 Melrose Ave, Los Angeles, CA 90046, USA",34.0838763,-118.369244,high,false
los_angeles_034,Silverlake Flea,Los Angeles,Silverlake Flea,"1911 Sunset Blvd, Los Angeles, CA 90026, USA",34.0784452,-118.2620041,high,false
los_angeles_035,Malibu Country Mart,Los Angeles,Malibu Country Mart,"3835 Cross Creek Rd, Malibu, CA 90265, USA",34.0355958,-118.685654,high,false
los_angeles_036,Palisades Village,Los Angeles,Palisades Village,"15225 Palisades Village Ln, Pacific Palisades, CA 90272, USA",34.04763490000001,-118.5248688,high,false
los_angeles_037,Brentwood Country Mart,Los Angeles,Brentwood Country Mart,"225 26th St, Santa Monica, CA 90402, USA",34.0475609,-118.4904484,high,false
los_angeles_038,Madhappy,Los Angeles,Madhappy West Hollywood,"8906 Melrose Ave, West Hollywood, CA 90069, USA",34.0805481,-118.3869393,high,false
los_angeles_039,Rose Bowl Flea,Los Angeles,Rose Bowl Flea Market,"1001 Rose Bowl Dr, Pasadena, CA 91103, USA",34.15977660000001,-118.1666936,high,false
los_angeles_040,Community Goods,Los Angeles,Community Goods,"710 N Edinburgh Ave, Los Angeles, CA 90046, USA",34.0841573,-118.3635933,high,false
los_angeles_041,Maru,Los Angeles,Maru Coffee,"1019 S Santa Fe Ave, Los Angeles, CA 90021, USA",34.0309478,-118.2301719,high,false
los_angeles_042,Primo Passo,Los Angeles,Primo's Expresso Americana,"333 S Spring St # F3, Los Angeles, CA 90013, USA",34.0494707,-118.2479269,high,false
los_angeles_043,Laveta,Los Angeles,Laveta,"318 Glendale Blvd, Los Angeles, CA 90026, USA",34.0661128,-118.2601733,high,false
los_angeles_044,The Pantry,Los Angeles,The Original Pantry Cafe,"877 S Figueroa St, Los Angeles, CA 90017, USA",34.046374,-118.2629175,high,false
los_angeles_045,Cafe Luxxe,Los Angeles,Caffe Luxxe,"11640 San Vicente Blvd #101, Los Angeles, CA 90049, USA",34.0534926,-118.4625185,high,false
los_angeles_046,Damo,Los Angeles,DAMO,"3510 W 8th St, Los Angeles, CA 90005, USA",34.0572839,-118.3071684,high,false
los_angeles_047,La Colombe,Los Angeles,La Colombe Coffee Workshop,"2828 Newell St #4, Los Angeles, CA 90039, USA",34.1019434,-118.2431446,high,false
los_angeles_048,Canyon Coffee,Los Angeles,Canyon Coffee,"1559 Echo Park Ave, Los Angeles, CA 90026, USA",34.0813787,-118.2547304,high,false
los_angeles_049,La La Land,Los Angeles,La La Land,"189 The Grove Dr Suite G Building S10, Los Angeles, CA 90036, USA",34.0723253,-118.3579284,high,false
los_angeles_050,Verve,Los Angeles,Verve Coffee Roasters,"500 Mateo St #102, Los Angeles, CA 90013, USA",34.0414258,-118.2327019,high,false
los_angeles_051,Philz,Los Angeles,Philz Coffee,"801 S Hope St A, Los Angeles, CA 90017, USA",34.0465664,-118.2593603,high,false
los_angeles_052,Flowerboy Project,Los Angeles,Flowerboy Project,"416 W 8th St, Los Angeles, CA 90014, USA",34.0448552,-118.2567179,high,false
los_angeles_053,Alfred,Los Angeles,Alfred Coffee,"714 Traction Ave, Los Angeles, CA 90013, USA",34.0453212,-118.2363191,high,false
los_angeles_054,Organic Oven,Los Angeles,Rashanco Oven & Grill,"3317 N Mission Rd #25, Los Angeles, CA 90031, USA",34.066606,-118.2057626,high,false
los_angeles_055,La Grocery,Los Angeles,LA Grocery & Café,"5059 Melrose Ave, Los Angeles, CA 90038, USA",34.08377,-118.3106398,high,false
los_angeles_056,Farmshop,Los Angeles,Farmshop,"225 26th St #25, Santa Monica, CA 90402, USA",34.0474434,-118.490448,high,false
los_angeles_057,Golden Rice Co,Los Angeles,Golden Tree Restaurant,"640 North Broadway Situ1, 638 N Broadway, Los Angeles, CA 90012, USA",34.0597107,-118.2394774,high,false
los_angeles_058,Sura Superette,Los Angeles,Suá,"144 N Larchmont Blvd, Los Angeles, CA 90004, USA",34.0743783,-118.3233911,high,false
